Date;Location;MinTemp;MaxTemp;Rainfall;Evaporation;Sunshine;WindGustDir;WindGustSpeed;WindDir9am;WindSpeed9am;Humidity9am;Pressure9am;Pressure3pm
24.01.2016;Albury;16.6;33.2;0;;;SW;30;SSE;15;55;1011.3;1008.3
25.01.2016;Albury;18.1;32.8;0;;;SE;39;SE;11;56;1012.1;1009.6
26.01.2016;Albury;18.7;34.2;0;;;SE;31;SE;19;48;1015.7;1012.3
27.01.2016;Albury;18.5;25.7;19.4;;;W;37;ESE;9;96;1014.9;1010.5
28.01.2016;Albury;17.7;31.7;4.2;;;WNW;35;;0;83;1008.1;1002.8
29.01.2016;Albury;17.1;24.2;0;;;W;48;SE;7;77;1000.7;1003.4
30.01.2016;Albury;10;28.1;0;;;W;52;SSE;11;70;1005.2;1000.8
31.01.2016;Albury;13.8;24.2;7;;;WNW;48;NNE;17;79;1003.9;1002.2
01.02.2016;Albury;13;26.1;28.6;;;SSE;28;SSE;17;88;1004.2;1003.2
02.02.2016;Albury;14.4;29.7;0.2;;;NNE;22;E;7;69;1006.2;1003.2
03.02.2016;Albury;19.8;25.8;0;;;SSE;31;SW;6;67;1002.8;1004.4
04.02.2016;Albury;16.5;29.8;0.4;;;SSE;46;SE;22;53;1014;1012.3
05.02.2016;Albury;14.2;29.9;0;;;SE;30;SE;15;47;1018.3;1015.8
06.02.2016;Albury;14.6;30.3;0;;;NNE;22;S;7;64;1017.9;1014.7
07.02.2016;Albury;15.2;32.8;0;;;W;28;SSE;4;67;1017.9;1014.9
08.02.2016;Albury;18;35.2;0;;;SSW;37;NE;2;51;1019;1016
09.02.2016;Albury;18.8;35;0;;;NE;28;E;9;54;1019;1015.6
10.02.2016;Albury;15.7;35;0;;;W;33;SE;9;64;1014.2;1010.2
11.02.2016;Albury;17.3;35.2;0;;;E;28;SE;6;53;1013.1;1010.4
12.02.2016;Albury;17.3;34.9;0;;;WNW;26;SE;7;59;1014.9;1011.6
13.02.2016;Albury;16.9;37.7;0;;;W;30;SSE;2;55;1011.7;1007.3
14.02.2016;Albury;22.3;30.3;0;;;WNW;44;NW;15;53;1008.9;1008.2
15.02.2016;Albury;13.8;28.9;0;;;WSW;41;SSE;4;58;1012;1009
16.02.2016;Albury;15.2;26.3;0;;;W;43;WSW;20;54;1010.9;1009.8
17.02.2016;Albury;10.5;26.7;0;;;W;39;W;11;45;1013.6;1010
18.02.2016;Albury;12.7;30.5;0;;;WSW;28;SSE;9;63;1009.8;1006.8
19.02.2016;Albury;13.9;32.9;0;;;WSW;44;ESE;7;64;1011.4;1009.7
20.02.2016;Albury;15.2;31.2;0;;;WNW;30;S;6;61;1017.2;1016.6
21.02.2016;Albury;13.6;34.4;0;;;NNW;33;SSE;9;60;1023.6;1020.5
22.02.2016;Albury;15.2;35.4;0;;;ESE;31;SSE;4;51;1023.9;1019.6
23.02.2016;Albury;20.1;39.5;0;;;N;41;ESE;11;46;1017.7;1013.3
24.02.2016;Albury;22.5;40.9;0;;;NNW;54;SE;7;43;1012.2;1008.1
25.02.2016;Albury;22.4;36.4;0;;;NW;43;SW;7;38;1009.6;1009.1
26.02.2016;Albury;14.9;31.2;0.2;;;WNW;33;;0;51;1015.8;1014.7
27.02.2016;Albury;14.7;33.1;0;;;SW;30;SE;7;58;1018.7;1015.6
28.02.2016;Albury;16.2;33.4;0;;;W;31;ESE;7;59;1018;1015.1
29.02.2016;Albury;15.4;32.3;0;;;SSW;24;ESE;6;56;1019.5;1016.5
01.03.2016;Albury;14.7;35.1;0;;;NW;37;SE;7;63;1019.5;1016.1
02.03.2016;Albury;16.8;37.2;0;;;W;31;E;4;48;1018.1;1015.9
03.03.2016;Albury;16.7;35;0;;;NNW;50;ESE;9;37;1019.4;1016.2
04.03.2016;Albury;15.9;37;0;;;N;26;E;7;57;1020;1016.1
05.03.2016;Albury;20.3;38.5;0;;;NNE;28;SE;4;50;1019.3;1016.5
06.03.2016;Albury;20.5;37.1;0;;;NNE;46;NE;6;54;1019.8;1017.2
07.03.2016;Albury;17.4;38.5;0.2;;;NNE;24;ESE;6;56;1019.7;1016.7
08.03.2016;Albury;20.1;38.3;0;;;NE;30;ESE;7;56;1020.1;1017.2
09.03.2016;Albury;18.7;38.3;0;;;WSW;39;SE;9;49;1018.9;1015.4
10.03.2016;Albury;24.6;36.8;0;;;N;41;SE;4;54;1018.9;1015
11.03.2016;Albury;20;32.3;0.6;;;W;46;E;9;70;1017.5;1015.1
12.03.2016;Albury;20;34;6.6;;;S;28;ESE;7;80;1019;1016.9
13.03.2016;Albury;19.4;35.2;0.2;;;W;30;SSE;4;71;1018.6;1015.1
14.03.2016;Albury;18;35.1;0;;;SSW;37;SE;7;59;1016.8;1013.7
15.03.2016;Albury;20.4;31.8;0;;;SE;33;SE;17;54;1018;1015.4
16.03.2016;Albury;19.2;30.8;0;;;SE;24;SE;7;61;1019.2;1015.5
17.03.2016;Albury;16;31.1;0.4;;;SE;26;SE;6;64;1015.5;1010.3
18.03.2016;Albury;19.8;21.1;10.4;;;W;74;N;22;98;996;1000.3
19.03.2016;Albury;9.5;21.1;10.4;;;SE;46;W;13;67;1013.7;1013.4
20.03.2016;Albury;12.7;24.2;0;;;SSE;31;SE;20;50;1018.2;1016.5
21.03.2016;Albury;12.4;25.2;0;;;SSE;35;SE;19;54;1019.7;1016.5
22.03.2016;Albury;11;26.5;0;;;SW;31;S;6;67;1019.4;1015.6
23.03.2016;Albury;10;27.1;0;;;SW;30;;0;81;1018.6;1017.1
24.03.2016;Albury;14.2;25.1;0;;;SSE;20;;0;69;1020.3;1017.8
25.03.2016;Albury;15.5;28.4;0.2;;;W;35;;0;85;1018.7;1015.9
26.03.2016;Albury;8.9;26.4;0;;;WSW;30;;0;72;1018.4;1016.3
27.03.2016;Albury;10;27.4;0;;;NE;28;E;2;75;1018.2;1015.6
28.03.2016;Albury;11.7;27.8;0;;;NW;30;;0;74;1017.4;1014
29.03.2016;Albury;13.8;26.2;0;;;NW;35;;0;69;1017.7;1014.9
30.03.2016;Albury;11.8;20.4;0.8;;;NNE;33;;0;71;1017.5;1016.1
31.03.2016;Albury;9.5;25.5;0;;;SE;19;SE;4;83;1018.9;1016.4
01.04.2016;Albury;9.2;27;0;;;N;28;;0;81;1018.1;1015
02.04.2016;Albury;8.6;30;0;;;W;41;;0;73;1017.7;1015.2
03.04.2016;Albury;7.6;26.5;0;;;SE;22;ESE;6;54;1023.6;1020.4
04.04.2016;Albury;9.7;28.8;0;;;SE;20;SE;11;59;1022.2;1016.5
05.04.2016;Albury;10.5;31.8;0;;;N;35;ENE;9;65;1017;1011.9
06.04.2016;Albury;7.9;26.4;0;;;WNW;39;;0;50;1014.5;1014
07.04.2016;Albury;5.3;22.5;0;;;E;22;SSE;7;84;1024.1;1020.9
08.04.2016;Albury;11.4;19.7;0;;;W;17;;0;66;1023;1021.8
09.04.2016;Albury;4.8;23.1;0.4;;;WSW;24;ENE;6;70;1023.7;1020.2
10.04.2016;Albury;6.1;24;0;;;W;39;SE;6;71;1021.9;1018.4
11.04.2016;Albury;8.7;24.9;0;;;WNW;31;NNE;4;70;1020.6;1017.8
12.04.2016;Albury;8.4;24.7;0;;;SW;22;ENE;2;63;1022.9;1019.7
13.04.2016;Albury;8.9;27.2;0;;;N;24;;0;61;1027;1023.6
14.04.2016;Albury;10;28.7;0;;;NNW;24;SSE;4;63;1028.5;1024.2
15.04.2016;Albury;11;27.6;0;;;ESE;17;SE;7;73;1024.9;1019.7
16.04.2016;Albury;12.9;28.5;0;;;NE;31;SW;7;68;1020.4;1016.5
17.04.2016;Albury;11.7;25.4;0;;;NE;30;;0;68;1021.7;1017.9
18.04.2016;Albury;10.6;25.7;3.8;;;NNE;28;ESE;9;72;1021.8;1017.9
19.04.2016;Albury;9.5;26.1;0;;;ENE;20;;0;67;1022.3;1019.4
20.04.2016;Albury;8.8;27;0;;;SE;19;;0;68;1024.4;1020.8
21.04.2016;Albury;9.8;22.4;0;;;ESE;19;NE;4;61;1022.7;1019.6
22.04.2016;Albury;12.8;23.6;3.6;;;SE;31;SE;7;97;1022.6;1019.9
23.04.2016;Albury;9.4;22.7;0;;;ESE;28;ESE;20;49;1027.4;1024.9
24.04.2016;Albury;7.1;24.9;0;;;SE;20;;0;63;1031.4;1028.1
25.04.2016;Albury;6.7;24.3;0;;;SE;15;ENE;2;68;1032.4;1028.2
26.04.2016;Albury;6.1;25.4;0;;;E;17;;0;66;1030.5;1025.7
27.04.2016;Albury;6.4;26.6;0;;;N;39;E;6;62;1026.6;1020.5
28.04.2016;Albury;11.7;28.5;0;;;N;28;;0;70;1022.9;1018.9
29.04.2016;Albury;12.1;26.9;0;;;NW;59;SSE;2;68;1019.2;1017.5
30.04.2016;Albury;16.8;23.4;8.6;;;N;30;NNE;2;100;1018.1;1015.1
01.05.2016;Albury;13.2;20;4;;;N;63;WNW;30;74;1012.1;1013
02.05.2016;Albury;3.8;16.9;0;;;N;26;SE;7;88;1017.8;1014.4
03.05.2016;Albury;6.6;22.2;0;;;NNW;52;SE;6;66;1011.4;1006
04.05.2016;Albury;11;17.5;2.4;;;W;37;WNW;9;73;1017.2;1017
05.05.2016;Albury;10.5;20.3;0;;;SSW;19;SE;7;73;1021.5;1017.6
06.05.2016;Albury;6.7;25.2;0;;;NNE;22;;0;73;1020.6;1016.7
07.05.2016;Albury;7.9;24;0;;;ESE;15;ENE;6;79;1021.1;1017.4
08.05.2016;Albury;13.9;18.2;13.2;;;NE;41;ENE;13;100;1014.6;1008.6
09.05.2016;Albury;14.7;18.3;46;;;WNW;54;NE;17;90;1003.4;1000.7
10.05.2016;Albury;13.4;17.3;13.4;;;NNW;54;NW;22;85;1005.2;1008.4
11.05.2016;Albury;9.3;15.8;2.2;;;WNW;43;WNW;13;82;1017.6;1015.4
12.05.2016;Albury;10.8;17.2;2;;;NNW;44;WNW;17;96;1016.3;1017
13.05.2016;Albury;13.6;20.2;0.2;;;W;24;NW;15;82;1024;1022.8
14.05.2016;Albury;8.7;20.3;0;;;NE;48;;0;91;1025.5;1021.6
15.05.2016;Albury;9.5;22.1;0;;;NW;30;E;4;86;1017.7;1015.6
16.05.2016;Albury;6.3;20.4;0;;;NE;26;;0;100;1021.5;1017.4
17.05.2016;Albury;9.1;18.3;4.8;;;WNW;33;WNW;15;78;1019.3;1018.5
18.05.2016;Albury;8;17.3;0;;;NW;24;E;4;80;1020.6;1018
19.05.2016;Albury;8.3;17.3;0;;;WNW;39;;0;82;1019.7;1016.5
20.05.2016;Albury;12.1;18.5;0;;;W;35;W;9;79;1022.7;1021.9
21.05.2016;Albury;4.7;17.9;0;;;SE;13;;0;91;1027.1;1022.9
22.05.2016;Albury;5.3;21.8;0;;;E;20;ENE;2;81;1023.7;1018.1
23.05.2016;Albury;10.4;15.8;3;;;WNW;59;W;28;75;1018.6;1018.5
24.05.2016;Albury;8.2;16.2;0;;;W;33;W;9;90;1021.5;1018.9
25.05.2016;Albury;2.5;14.8;0;;;NE;19;;0;99;1019.5;1014.8
26.05.2016;Albury;6.9;14.1;15.2;;;W;31;NNE;7;100;1005;1002.3
27.05.2016;Albury;4.8;14;1.2;;;W;35;SW;7;86;1008.5;1007.2
28.05.2016;Albury;3.8;14.4;0;;;W;31;;0;86;1008.9;1009.5
29.05.2016;Albury;0.5;14.1;0.2;;;W;24;ESE;6;99;1020;1019.8
30.05.2016;Albury;3.6;14.1;0;;;ENE;15;SE;2;89;1027.6;1025.8
31.05.2016;Albury;1.8;15.9;0;;;SE;19;;0;88;1031.1;1027.3
01.06.2016;Albury;3.2;17.3;0;;;ESE;15;WNW;4;80;1029.2;1026.1
02.06.2016;Albury;3.3;18.1;0;;;E;13;;0;85;1027.9;1024.2
03.06.2016;Albury;4.7;13.6;0;;;ESE;28;SE;7;73;1025;1021.8
04.06.2016;Albury;9.8;14.9;11.6;;;SE;30;SE;13;95;1015.2;1008.3
05.06.2016;Albury;10.8;14.6;11.6;;;W;35;NW;6;97;1006.9;1002.4
06.06.2016;Albury;7.2;12.3;1.2;;;W;31;WNW;11;99;1004.9;1004
07.06.2016;Albury;9;12.6;3.6;;;WNW;37;WNW;17;92;1004.3;1004.9
08.06.2016;Albury;9.8;14.6;1.8;;;NNE;35;NNW;9;88;1013.1;1010.1
09.06.2016;Albury;11.4;15.7;7.2;;;N;48;NNW;17;80;1005.5;1006.7
10.06.2016;Albury;10.5;13.8;3;;;WNW;28;WNW;15;89;1020;1020.3
11.06.2016;Albury;9.6;13;1.2;;;WSW;35;WNW;13;69;1025;1025.9
12.06.2016;Albury;0.4;12.7;0;;;SE;15;;0;85;1037.5;1036.1
13.06.2016;Albury;-0.6;13.8;0.2;;;E;17;;0;88;1039.9;1036
14.06.2016;Albury;0.9;15.2;0;;;E;13;NNE;6;90;1038.2;1035.2
15.06.2016;Albury;0.9;11.4;0.2;;;E;15;SSE;7;100;1034.8;1030.5
16.06.2016;Albury;0;12.9;0;;;ESE;17;;0;95;1026;1019.7
17.06.2016;Albury;4.1;15.9;7.6;;;NNW;24;N;13;97;1014.7;1013.5
18.06.2016;Albury;9;17.6;0.2;;;ESE;15;;0;100;1018;1017.1
19.06.2016;Albury;8.1;14.3;0.2;;;SSE;44;NNW;2;99;1017.7;1010.8
20.06.2016;Albury;10;16.6;14.4;;;SSE;35;W;7;90;1000.1;998.4
21.06.2016;Albury;8.8;11.6;1.4;;;NNW;41;NW;9;89;1004.9;1003.4
22.06.2016;Albury;9.1;13.7;12.6;;;WNW;43;WNW;24;89;1005.9;1008.4
23.06.2016;Albury;9;13.2;0.2;;;W;63;NNW;13;85;1010.3;1005.4
24.06.2016;Albury;6.6;8.2;4;;;W;48;WNW;28;87;1004.8;1007.6
25.06.2016;Albury;-0.8;10.5;2.6;;;W;30;E;7;95;1022.9;1021.9
26.06.2016;Albury;-1.3;7.5;0;;;ENE;15;;0;99;1023.4;1019
27.06.2016;Albury;2.1;10.6;0.2;;;WNW;28;;0;100;1019.5;1018.7
28.06.2016;Albury;2.5;11.8;0.2;;;W;17;E;7;100;1026.9;1026.6
29.06.2016;Albury;6.2;13.5;0.8;;;ENE;15;NE;9;99;1029.8;1026.4
30.06.2016;Albury;3;11.2;0;;;W;59;N;15;90;1019.3;1013.2
01.07.2016;Albury;5.2;11.4;11.4;;;NW;26;WSW;9;96;1019;1021.4
02.07.2016;Albury;7.2;12.5;0.4;;;WSW;17;;0;88;1027.7;1026.4
03.07.2016;Albury;7.9;12.7;0.2;;;W;20;ENE;6;100;1027.5;1024.7
04.07.2016;Albury;8.2;11.7;0.2;;;E;19;;0;97;1021.1;1016
05.07.2016;Albury;6.7;10.6;1;;;WNW;19;;0;92;1011.2;1008.6
06.07.2016;Albury;7.2;15.4;7.6;;;WSW;43;W;19;80;1010.3;1010.4
07.07.2016;Albury;4;16.5;0;;;SE;30;;0;100;1020.7;1019.1
08.07.2016;Albury;6.5;11.8;0.2;;;S;17;S;2;96;1022.7;1020.8
09.07.2016;Albury;7;15.8;2;;;NE;13;;0;100;1025.5;1023.1
10.07.2016;Albury;6.2;14;0;;;NE;28;;0;100;1023.8;1018.9
11.07.2016;Albury;9.1;16.2;16.6;;;N;44;N;22;82;1009.3;1007.9
12.07.2016;Albury;8.6;12.9;0.4;;;NW;69;N;19;79;1007.3;1004.2
13.07.2016;Albury;3.6;9.5;9.6;;;WNW;54;WNW;24;87;1019.3;1023.1
14.07.2016;Albury;-0.3;10.8;0.2;;;W;26;;0;99;1032.6;1030.1
15.07.2016;Albury;4.4;12.8;0;;;W;20;NE;4;90;1032.9;1030.6
16.07.2016;Albury;-0.4;14;0.2;;;E;17;;0;100;1033.9;1030.2
17.07.2016;Albury;0.4;16.5;0;;;ENE;17;N;6;94;1031.6;1027.5
18.07.2016;Albury;2.1;13.4;0;;;E;13;;0;100;1026.2;1022.6
19.07.2016;Albury;7.3;15.2;5;;;NNW;17;S;7;100;1023.3;1021.8
20.07.2016;Albury;8.5;17.3;0;;;ESE;13;NNE;6;100;1020.9;1019.5
21.07.2016;Albury;6.2;16.8;0.4;;;W;15;W;11;100;1020.1;1015.6
22.07.2016;Albury;9.9;18.2;6.8;;;NNW;56;NNW;31;92;1003.6;999.5
23.07.2016;Albury;7.1;10.8;24.2;;;WNW;63;W;24;82;1005.2;1009.8
24.07.2016;Albury;-0.2;10.1;0.6;;;WNW;28;NE;9;86;1015.5;1010.7
25.07.2016;Albury;4.7;11.5;12;;;NNW;56;WNW;15;89;1013.5;1012.2
26.07.2016;Albury;4.5;11.3;4;;;WNW;39;NW;15;85;1017.4;1014.4
27.07.2016;Albury;6.9;12.6;10.6;;;NW;39;WNW;17;90;1013.7;1017.3
28.07.2016;Albury;5.9;10.8;0;;;W;22;WNW;9;85;1027.6;1026.1
29.07.2016;Albury;7.7;12.2;0.8;;;W;28;NW;11;94;1025.8;1022.9
30.07.2016;Albury;8.3;12.1;0.2;;;NNW;20;ESE;9;96;1024.4;1021.5
31.07.2016;Albury;8;14.3;2.2;;;N;22;E;7;93;1019.4;1017.4
01.08.2016;Albury;9.6;11.8;3.8;;;N;33;;0;100;1017;1012.3
02.08.2016;Albury;8.3;13.7;21;;;SE;35;S;7;83;1016.2;1016.5
03.08.2016;Albury;-0.2;15.4;0;;;SE;30;SW;4;85;1023;1022
04.08.2016;Albury;1.4;15.1;0.2;;;SE;30;SSE;9;76;1029;1027.9
05.08.2016;Albury;0.5;15.3;0;;;SW;17;;0;79;1033.5;1030.1
06.08.2016;Albury;1.2;13;0;;;NNE;17;;0;100;1030.3;1027.2
07.08.2016;Albury;0.7;15.6;0.2;;;ESE;13;;0;88;1027.9;1024.8
08.08.2016;Albury;1.4;15.1;0;;;E;13;SSE;4;89;1026.7;1023.5
09.08.2016;Albury;1.8;17.2;0;;;N;43;E;6;87;1022;1015.9
10.08.2016;Albury;7.4;15;2.6;;;N;39;NNW;11;79;1015.7;1013.9
11.08.2016;Albury;4.7;13.4;0.2;;;NW;37;W;13;81;1021.1;1021.2
12.08.2016;Albury;0.7;11.6;0;;;NW;19;;0;100;1025.6;1021.8
13.08.2016;Albury;4.7;15.4;0.6;;;WSW;22;ENE;6;87;1024.2;1022.5
14.08.2016;Albury;4.7;16.6;0.2;;;W;22;E;6;81;1029.6;1028.1
15.08.2016;Albury;2.2;16.8;0;;;ENE;19;;0;100;1033;1030.1
16.08.2016;Albury;1.7;18.5;0;;;NNE;24;;0;89;1030.9;1026.3
17.08.2016;Albury;6;18;0;;;NE;22;;0;92;1024.8;1022.6
18.08.2016;Albury;4;19.6;0;;;NNE;28;SSE;2;100;1023.8;1019.2
19.08.2016;Albury;9.3;16.4;0;;;NNE;52;NNE;30;58;1012.9;1009.7
20.08.2016;Albury;5.3;12;11;;;WNW;43;WNW;15;86;1016.1;1015.2
21.08.2016;Albury;5.4;15.4;1;;;NW;33;NNW;11;83;1020.1;1016.5
22.08.2016;Albury;8.4;13.9;0.2;;;SE;31;ESE;11;91;1016.8;1013.9
23.08.2016;Albury;4.2;15.7;11;;;W;24;SE;11;88;1016.1;1015.2
24.08.2016;Albury;2.6;12.2;0;;;WSW;13;SE;6;79;1014.8;1011
25.08.2016;Albury;3.3;14.1;0.2;;;SW;41;NNE;7;97;1013.2;1012.7
26.08.2016;Albury;0.2;13.6;0;;;WNW;30;ESE;7;100;1022.9;1020.5
27.08.2016;Albury;0.7;13.5;0.2;;;NW;22;SE;4;85;1025.3;1022.7
28.08.2016;Albury;2.1;16.9;0;;;N;24;E;4;89;1024.8;1021.5
29.08.2016;Albury;3.4;18.2;0;;;NNE;26;;0;85;1027.6;1024.2
30.08.2016;Albury;7.8;15.3;0;;;N;37;N;7;81;1024.7;1020
31.08.2016;Albury;10.6;18.4;22;;;N;43;W;15;100;1015.9;1015.4
01.09.2016;Albury;8.5;16.7;0.4;;;NNE;17;;0;96;1020;1016.1
02.09.2016;Albury;6.1;13.9;0.2;;;SSE;37;S;6;87;1012.1;1005.6
03.09.2016;Albury;9.6;16.6;33.6;;;WNW;48;W;15;90;1003.4;1008.8
04.09.2016;Albury;7.7;15.1;0.6;;;NW;26;WSW;20;82;1023.7;1025.4
05.09.2016;Albury;4.4;15.9;0;;;W;24;ESE;4;93;1031.3;1029.1
06.09.2016;Albury;4.4;18.1;0;;;NE;15;E;7;100;1030.7;1028.1
07.09.2016;Albury;5.5;20.5;0;;;E;22;;0;90;1031.2;1027.4
08.09.2016;Albury;8.1;20.3;0;;;NNE;33;ESE;7;94;1027.2;1021.3
09.09.2016;Albury;12.6;17.8;4;;;N;50;NNE;20;86;1014.8;1009.8
10.09.2016;Albury;11.2;17.7;17;;;W;43;W;24;91;1012.4;1013.7
11.09.2016;Albury;3.7;14.9;0.2;;;W;22;ENE;6;81;1021;1019.1
12.09.2016;Albury;5.1;17.8;0;;;WNW;22;;0;86;1022.3;1019.6
13.09.2016;Albury;6.9;19.7;0;;;NE;31;SE;9;79;1020.6;1016.1
14.09.2016;Albury;12.4;16.2;8.6;;;N;46;NW;30;84;1009.5;1008.8
15.09.2016;Albury;8.3;13.6;10.8;;;NNW;39;W;17;88;1008.5;1011
16.09.2016;Albury;9.4;16.1;0.4;;;W;31;NNW;2;87;1018.7;1018.1
17.09.2016;Albury;4.4;18.2;0.6;;;NNE;26;NE;2;86;1022.6;1017.6
18.09.2016;Albury;7.1;13.8;1.2;;;SSE;24;SE;6;98;1010.7;1005.9
19.09.2016;Albury;7.4;15.9;7.4;;;WNW;24;SSE;2;81;1013.2;1012
20.09.2016;Albury;5.3;14.9;0;;;ENE;26;ENE;13;74;1018.1;1015.4
21.09.2016;Albury;9.8;16.2;12.8;;;NE;31;ESE;11;96;1009.3;1005.3
22.09.2016;Albury;9.3;18.8;0;;;W;39;W;24;76;1012.3;1011.5
23.09.2016;Albury;4.9;20.5;0;;;SE;20;S;7;73;1015.8;1012
24.09.2016;Albury;8.3;20.5;0;;;N;31;ESE;7;83;1012.3;1008.2
25.09.2016;Albury;11;17.5;3;;;W;39;;0;96;1008.9;1009.5
26.09.2016;Albury;4.8;15.9;0;;;W;33;SSW;7;73;1014.8;1011.9
27.09.2016;Albury;7.1;15.2;2.8;;;W;37;WNW;17;79;1012.9;1012.4
28.09.2016;Albury;5.3;17.9;1.8;;;NE;31;ENE;7;78;1014.6;1007.4
29.09.2016;Albury;11.1;14.8;20.6;;;WNW;56;NNW;9;89;993.7;993.1
30.09.2016;Albury;8.4;13.7;16.2;;;WNW;48;S;2;98;992.9;995.7
01.10.2016;Albury;9.2;14.9;9;;;WNW;46;WNW;17;98;1006.2;1007.7
02.10.2016;Albury;5.9;21.7;0.8;;;NNE;46;SE;9;86;1012.3;1005.9
03.10.2016;Albury;10.8;15.1;12.4;;;NW;59;NW;24;76;1000.3;1000.5
04.10.2016;Albury;8.3;15;8.6;;;WSW;67;NNW;20;90;1006.9;1002.4
05.10.2016;Albury;3.5;15.7;7.8;;;WNW;39;NNE;6;78;1018.3;1017.6
06.10.2016;Albury;7;21.6;0;;;N;30;NNE;6;72;1021.4;1020.3
07.10.2016;Albury;9;23.8;0;;;N;30;SE;6;86;1019.6;1016.4
08.10.2016;Albury;11.8;22.1;0;;;W;28;SW;13;83;1016.6;1016.8
09.10.2016;Albury;8.3;20.9;0;;;ENE;44;ESE;7;76;1019.1;1012
10.10.2016;Albury;9.6;14.8;6.6;;;WNW;43;NNW;9;89;1012.2;1010.6
11.10.2016;Albury;5.7;14.8;0.6;;;SW;39;W;15;81;1017.3;1016.9
12.10.2016;Albury;5.3;16.7;0.2;;;WSW;43;WSW;6;75;1017.9;1016.5
13.10.2016;Albury;6.9;18.5;0.2;;;SE;33;SE;17;57;1023.1;1022.3
14.10.2016;Albury;4.2;20.7;0;;;WSW;39;ESE;9;77;1026;1022.7
15.10.2016;Albury;5.7;22.4;0;;;NNW;35;SE;9;82;1022.4;1017.3
16.10.2016;Albury;11.8;24.9;0;;;N;63;N;22;53;1008.7;1003.3
17.10.2016;Albury;9.7;17.6;9.6;;;W;39;W;19;85;1008.7;1009.9
18.10.2016;Albury;10.1;16.4;0.8;;;NNW;46;NNW;13;82;1012.8;1011.6
19.10.2016;Albury;4.7;16.2;2.6;;;WNW;37;W;13;73;1020.6;1020.6
20.10.2016;Albury;3.6;19.4;0.2;;;N;28;ESE;9;78;1023.4;1019.7
21.10.2016;Albury;7.4;23.7;0;;;WSW;46;SE;9;75;1015.8;1010.9
22.10.2016;Albury;6.4;16.2;1;;;WSW;57;WSW;19;73;1014.2;1014.5
23.10.2016;Albury;3.3;17.6;0;;;W;33;ESE;6;67;1022.7;1020.1
24.10.2016;Albury;3.6;19;0;;;SSW;28;SSE;11;67;1021.3;1018.1
25.10.2016;Albury;5.3;22.9;0;;;NW;30;ENE;7;82;1018.6;1015.3
26.10.2016;Albury;12.7;24.6;0;;;NNW;37;ENE;15;52;1013;1011
27.10.2016;Albury;8.2;22.2;0;;;W;28;NNW;2;72;1016.3;1014.8
28.10.2016;Albury;7.5;23.3;0;;;NE;24;SSE;11;65;1018.7;1015.9
29.10.2016;Albury;9.3;25.7;0;;;N;22;SSE;6;72;1018.8;1014.1
30.10.2016;Albury;14.7;24.3;0;;;W;69;N;28;64;1005.9;1003.5
31.10.2016;Albury;5.1;17;1;;;W;52;W;15;67;1015.9;1014.7
01.11.2016;Albury;7.1;18.6;0;;;NW;33;NNW;7;63;1014.3;1011.6
02.11.2016;Albury;7.6;19.7;0;;;WNW;37;WSW;13;72;1016.1;1016.3
03.11.2016;Albury;6.9;23;0;;;NW;39;E;9;71;1019.4;1017.2
04.11.2016;Albury;7.6;28.2;0;;;W;52;ENE;6;70;1015.6;1009.2
05.11.2016;Albury;9.6;18.4;0;;;W;61;W;30;57;1010.4;1011.6
06.11.2016;Albury;7.9;20.9;0;;;W;39;W;20;66;1012.4;1010.9
07.11.2016;Albury;8.8;29.4;0;;;NNW;50;SSE;4;70;1010.3;1003.7
08.11.2016;Albury;11.6;24.9;0;;;NW;37;NE;6;64;1006.9;1008
09.11.2016;Albury;9.7;25.9;0;;;WNW;31;ESE;9;73;1011.5;1007.3
10.11.2016;Albury;9.9;24.4;0;;;W;48;ENE;2;67;1009.8;1008.6
11.11.2016;Albury;7.7;26.9;0;;;E;24;ESE;9;67;1011.9;1007.7
12.11.2016;Albury;14.1;27.1;8;;;WNW;54;;0;87;1001.3;998.1
13.11.2016;Albury;11.7;16;1.8;;;WNW;56;WNW;19;87;999.4;997.5
14.11.2016;Albury;11.3;20.9;18.8;;;WSW;46;W;22;80;1005.9;1007.7
15.11.2016;Albury;6.9;22.9;0.8;;;WSW;33;S;9;61;1017.3;1015.7
16.11.2016;Albury;8.9;26.3;0;;;SSE;19;SSE;4;74;1021.1;1019.6
17.11.2016;Albury;11;29.3;0;;;N;35;SE;11;73;1022;1018.2
18.11.2016;Albury;14;29.9;0;;;SSE;22;SE;7;66;1016.1;1013
19.11.2016;Albury;14.8;31.5;0;;;WSW;35;S;7;74;1016.5;1015
20.11.2016;Albury;14.6;32;0;;;NW;72;ESE;7;59;1017.9;1014.9
21.11.2016;Albury;19.2;36.2;0.8;;;N;54;S;11;66;1015.6;1010.6
22.11.2016;Albury;21.6;26.6;0;;;WSW;37;WSW;11;51;1013.5;1013.1
23.11.2016;Albury;14.3;21.6;19.2;;;WSW;50;WNW;9;98;1011.8;1010.3
24.11.2016;Albury;5.9;21.6;0.2;;;WSW;39;W;9;62;1016.8;1014
25.11.2016;Albury;8.2;22;0;;;W;41;SW;15;55;1015.5;1015.1
26.11.2016;Albury;7.3;24.5;0;;;WSW;35;S;9;63;1018.1;1015.7
27.11.2016;Albury;9.3;28.1;0;;;NNW;22;ESE;7;67;1016.7;1014.1
